feature,domain_emotion,value
rms_mean,EMOPIA Happy,0.31852947733735193
rms_mean,EMOPIA Happy,0.7166207475450749
rms_mean,EMOPIA Happy,0.42602163248498875
rms_mean,EMOPIA Happy,1.35291281021929
rms_mean,EMOPIA Happy,0.7270965668284701
rms_mean,EMOPIA Happy,0.25779573326708477
rms_mean,EMOPIA Happy,0.5463723710702976
rms_mean,EMOPIA Happy,1.1879014112079498
rms_mean,EMOPIA Happy,1.780456835156152
rms_mean,EMOPIA Happy,1.1467107843539652
rms_mean,EMOPIA Happy,0.8716562078648142
rms_mean,EMOPIA Happy,1.5382249543275295
rms_mean,EMOPIA Happy,1.2957103904416316
rms_mean,EMOPIA Happy,1.68165246486738
rms_mean,EMOPIA Happy,0.5549199796233439
rms_mean,EMOPIA Happy,1.5292396880815242
rms_mean,EMOPIA Happy,1.3098142475120962
rms_mean,EMOPIA Happy,1.1315235031010686
rms_mean,EMOPIA Happy,0.9114429742595801
rms_mean,EMOPIA Happy,-0.3733503558463072
rms_mean,EMOPIA Happy,-0.39611403242783233
rms_mean,EMOPIA Happy,-0.39832376099263783
rms_mean,EMOPIA Happy,-0.0936925665880947
rms_mean,EMOPIA Happy,0.17323714418881894
rms_mean,EMOPIA Happy,0.28781991326946627
rms_mean,EMOPIA Happy,0.38711297801093497
rms_mean,EMOPIA Happy,-0.6878194100377114
rms_mean,EMOPIA Happy,-0.5774647684988581
rms_mean,EMOPIA Happy,-0.48890993122092047
rms_mean,EMOPIA Happy,0.3283008029009221
rms_mean,EMOPIA Happy,-0.19025819426372237
rms_mean,EMOPIA Happy,1.2458537683955975
rms_mean,EMOPIA Happy,1.2915151221835024
rms_mean,EMOPIA Happy,1.7347938500562978
rms_mean,EMOPIA Happy,1.1015297354144156
rms_mean,EMOPIA Happy,2.339033196312579
rms_mean,EMOPIA Happy,1.2183540436429876
rms_mean,EMOPIA Happy,1.3649239270965499
rms_mean,EMOPIA Happy,2.274472627441356
rms_mean,EMOPIA Happy,1.1162409066211272
rms_mean,EMOPIA Happy,2.450381423354069
rms_mean,EMOPIA Happy,-0.13638679697511097
rms_mean,EMOPIA Happy,0.07911557138804251
rms_mean,EMOPIA Happy,1.3525119735675823
rms_mean,EMOPIA Happy,1.580049928487306
rms_mean,EMOPIA Happy,0.9700126664997774
rms_mean,EMOPIA Happy,0.19269543318345161
rms_mean,EMOPIA Happy,0.4525861493984835
rms_mean,EMOPIA Happy,1.0604852275026426
rms_mean,EMOPIA Happy,1.8136894562064063
rms_mean,EMOPIA Happy,1.4502002934348415
rms_mean,EMOPIA Happy,1.8529593297561235
rms_mean,EMOPIA Happy,-0.1240082853412113
rms_mean,EMOPIA Happy,0.1208983644815525
rms_mean,EMOPIA Happy,0.4657060923157455
rms_mean,EMOPIA Happy,0.11147345966378147
rms_mean,EMOPIA Happy,0.7943972736943197
rms_mean,EMOPIA Happy,1.064027271845244
rms_mean,EMOPIA Happy,1.4473214939240722
rms_mean,EMOPIA Happy,1.175904510049164
rms_mean,EMOPIA Happy,2.342082351400312
rms_mean,EMOPIA Happy,1.6397289128566355
rms_mean,EMOPIA Happy,-0.2676676752231837
rms_mean,EMOPIA Happy,0.3216072969065788
rms_mean,EMOPIA Happy,1.5488569134694394
rms_mean,EMOPIA Happy,2.0078586920499415
rms_mean,EMOPIA Happy,-0.33969079715306016
rms_mean,EMOPIA Happy,0.15056423846533679
rms_mean,EMOPIA Happy,0.00631990672536163
rms_mean,EMOPIA Happy,-0.18311164963512724
rms_mean,EMOPIA Happy,0.01995918945560791
rms_mean,EMOPIA Happy,-0.6034774358825606
rms_mean,EMOPIA Happy,0.48075913989921554
rms_mean,EMOPIA Happy,0.2009925188291727
rms_mean,EMOPIA Happy,0.05289036736111
rms_mean,EMOPIA Happy,-0.11816212938500686
rms_mean,EMOPIA Happy,0.35695188432664493
rms_mean,EMOPIA Happy,0.31266572651649027
rms_mean,EMOPIA Happy,0.8135901249294769
rms_mean,EMOPIA Happy,1.9021713505355173
rms_mean,EMOPIA Happy,0.9369508671156164
rms_mean,EMOPIA Happy,1.7370730259014606
rms_mean,EMOPIA Happy,0.9739401665527808
rms_mean,EMOPIA Happy,1.9717186070074368
rms_mean,EMOPIA Happy,-0.24122830324105995
rms_mean,EMOPIA Happy,0.157424021756771
rms_mean,EMOPIA Happy,0.22381527220792002
rms_mean,EMOPIA Happy,0.05513738305629714
rms_mean,EMOPIA Happy,-0.08248708477185034
rms_mean,EMOPIA Happy,1.5157482721277367
rms_mean,EMOPIA Happy,1.8264770775740573
rms_mean,EMOPIA Happy,2.190669568842641
rms_mean,EMOPIA Happy,1.2482802284058037
rms_mean,EMOPIA Happy,2.23276673905426
rms_mean,EMOPIA Happy,-0.21767367340611088
rms_mean,EMOPIA Happy,0.15690736195628144
rms_mean,EMOPIA Happy,-0.629043356835261
rms_mean,EMOPIA Happy,-0.6217363610237071
rms_mean,EMOPIA Happy,1.676001833301164
rms_mean,EMOPIA Happy,0.4493673378674633
rms_mean,EMOPIA Happy,0.5880151043802864
rms_mean,EMOPIA Happy,0.7183709122278072
rms_mean,EMOPIA Happy,1.5873162580222824
rms_mean,EMOPIA Happy,1.883989213578524
rms_mean,EMOPIA Happy,1.5784062651707533
rms_mean,EMOPIA Happy,0.6276503918078381
rms_mean,EMOPIA Happy,0.9491933972458682
rms_mean,EMOPIA Happy,1.0944775738346184
rms_mean,EMOPIA Happy,0.2459553215336457
rms_mean,EMOPIA Happy,0.8146656255966968
rms_mean,EMOPIA Happy,1.0158296940570544
rms_mean,EMOPIA Happy,1.2405005016942483
rms_mean,EMOPIA Happy,-0.004939175340817229
rms_mean,EMOPIA Happy,-0.0008897929803409111
rms_mean,EMOPIA Happy,0.3994657382203948
rms_mean,EMOPIA Happy,-0.23884518951993874
rms_mean,EMOPIA Happy,0.0595879516353383
rms_mean,EMOPIA Happy,1.4872371339632615
rms_mean,EMOPIA Happy,1.0862914174018066
rms_mean,EMOPIA Happy,0.8267531810912525
rms_mean,EMOPIA Happy,0.8733858646258355
rms_mean,EMOPIA Happy,-0.4258220874778577
rms_mean,EMOPIA Happy,0.9240441599752732
rms_mean,EMOPIA Happy,0.5714733681159351
rms_mean,EMOPIA Happy,-0.08473002218716483
rms_mean,EMOPIA Happy,-0.08199477812839814
rms_mean,EMOPIA Happy,0.19579480937493546
rms_mean,EMOPIA Happy,0.46274316371702734
rms_mean,EMOPIA Happy,0.08502185284200225
rms_mean,EMOPIA Happy,1.9727666084159945
rms_mean,EMOPIA Happy,0.7023961733899693
rms_mean,EMOPIA Happy,1.9556490190316707
rms_mean,EMOPIA Happy,1.7564749181113786
rms_mean,EMOPIA Happy,0.4947255006763562
rms_mean,EMOPIA Happy,-0.05425594965215609
rms_mean,EMOPIA Happy,-0.05717285194928163
rms_mean,EMOPIA Happy,1.2964773401048628
rms_mean,EMOPIA Happy,-0.05321109434522325
rms_mean,EMOPIA Happy,-0.40257507646863777
rms_mean,EMOPIA Happy,-0.5039153211908615
rms_mean,EMOPIA Happy,-0.017820480623577287
rms_mean,EMOPIA Happy,-0.03819311996876982
rms_mean,EMOPIA Happy,-0.10372280466331897
rms_mean,EMOPIA Happy,0.26768078457834477
rms_mean,EMOPIA Happy,1.0733001150843977
rms_mean,EMOPIA Happy,0.4520294059328195
rms_mean,EMOPIA Happy,0.06327273577396737
rms_mean,EMOPIA Happy,0.7276062352920083
rms_mean,EMOPIA Happy,0.5253508191340202
rms_mean,EMOPIA Happy,1.8797452390063198
rms_mean,EMOPIA Happy,0.8942939238589943
rms_mean,EMOPIA Happy,0.012443385713852109
rms_mean,EMOPIA Happy,0.5908333123041578
rms_mean,EMOPIA Happy,0.15612561396317345
rms_mean,EMOPIA Happy,0.6030310978779342
rms_mean,EMOPIA Happy,0.6605737627204146
rms_mean,EMOPIA Happy,0.32716494369137505
rms_mean,EMOPIA Happy,1.723999458852623
rms_mean,EMOPIA Happy,1.3785402549371366
rms_mean,EMOPIA Happy,0.1949186783330172
rms_mean,EMOPIA Happy,0.5502602535472692
rms_mean,EMOPIA Happy,0.6832180039624031
rms_mean,EMOPIA Happy,0.7262934952576764
rms_mean,EMOPIA Happy,1.6566220803249188
rms_mean,EMOPIA Happy,2.198399657061848
rms_mean,EMOPIA Happy,0.6515514423885734
rms_mean,EMOPIA Happy,0.538903991897512
rms_mean,EMOPIA Happy,0.3573289504327187
rms_mean,EMOPIA Happy,0.922532865971614
rms_mean,EMOPIA Happy,1.761875492859412
rms_mean,EMOPIA Happy,-0.7907429595341733
rms_mean,EMOPIA Happy,-0.11244927491995607
rms_mean,EMOPIA Happy,0.48878449558222403
rms_mean,EMOPIA Happy,0.45544630534404973
rms_mean,EMOPIA Happy,1.3411801815971482
rms_mean,EMOPIA Happy,1.795368424688711
rms_mean,EMOPIA Happy,1.6115130421559358
rms_mean,EMOPIA Happy,0.008528120500491324
rms_mean,EMOPIA Happy,-0.38803857216335896
rms_mean,EMOPIA Happy,0.35781228486042593
rms_mean,EMOPIA Happy,0.992384478645339
rms_mean,EMOPIA Happy,0.9838144978140614
rms_mean,EMOPIA Happy,0.4051764952843663
rms_mean,EMOPIA Happy,0.632743813819273
rms_mean,EMOPIA Happy,0.5742920421289486
rms_mean,EMOPIA Happy,0.6721313748742922
rms_mean,EMOPIA Happy,0.927829269799118
rms_mean,EMOPIA Happy,-0.2881759465051676
rms_mean,EMOPIA Happy,-0.420620066699164
rms_mean,EMOPIA Happy,-0.10984104014909299
rms_mean,EMOPIA Happy,1.4280708476368098
rms_mean,EMOPIA Happy,0.911309672768439
rms_mean,EMOPIA Happy,0.5543560117761823
rms_mean,EMOPIA Happy,0.475407038420698
rms_mean,EMOPIA Angry,1.9114987262028782
rms_mean,EMOPIA Angry,3.4733710909335826
rms_mean,EMOPIA Angry,2.7348533307126366
rms_mean,EMOPIA Angry,0.5920213734962491
rms_mean,EMOPIA Angry,2.6901824163257553
rms_mean,EMOPIA Angry,-0.25812193679847334
rms_mean,EMOPIA Angry,0.053215697573769684
rms_mean,EMOPIA Angry,0.3683263234524751
rms_mean,EMOPIA Angry,0.3880351353544207
rms_mean,EMOPIA Angry,1.6813089571786475
rms_mean,EMOPIA Angry,0.8515402671079111
rms_mean,EMOPIA Angry,1.285449205202546
rms_mean,EMOPIA Angry,1.4007214366285823
rms_mean,EMOPIA Angry,2.2468430968660615
rms_mean,EMOPIA Angry,0.7496499206901301
rms_mean,EMOPIA Angry,0.7741650436995047
rms_mean,EMOPIA Angry,0.5494569489319044
rms_mean,EMOPIA Angry,1.607680624285419
rms_mean,EMOPIA Angry,-0.5465362590622069
rms_mean,EMOPIA Angry,0.4199955661246356
rms_mean,EMOPIA Angry,-0.19016089815785855
rms_mean,EMOPIA Angry,0.5627665901250345
rms_mean,EMOPIA Angry,0.7411118669642566
rms_mean,EMOPIA Angry,1.4721694045721878
rms_mean,EMOPIA Angry,-0.15917739020388266
rms_mean,EMOPIA Angry,2.351928018180099
rms_mean,EMOPIA Angry,0.7154923457616095
rms_mean,EMOPIA Angry,1.4520094183925105
rms_mean,EMOPIA Angry,2.0146780421093573
rms_mean,EMOPIA Angry,1.7193012804233354
rms_mean,EMOPIA Angry,-0.35026414558689045
rms_mean,EMOPIA Angry,0.23520346096306918
rms_mean,EMOPIA Angry,1.80385287816465
rms_mean,EMOPIA Angry,1.6151956123712
rms_mean,EMOPIA Angry,-0.7133876614360622
rms_mean,EMOPIA Angry,-0.6030354668651448
rms_mean,EMOPIA Angry,-0.41600135646652403
rms_mean,EMOPIA Angry,0.5000174766571306
rms_mean,EMOPIA Angry,1.9379136285056666
rms_mean,EMOPIA Angry,1.226785596002693
rms_mean,EMOPIA Angry,1.1495877195082018
rms_mean,EMOPIA Angry,1.2916700968191859
rms_mean,EMOPIA Angry,1.1252674217551264
rms_mean,EMOPIA Angry,1.3779294451324202
rms_mean,EMOPIA Angry,0.008357531878956288
rms_mean,EMOPIA Angry,-0.008714380770644669
rms_mean,EMOPIA Angry,-0.19741277892981482
rms_mean,EMOPIA Angry,1.7124730746704486
rms_mean,EMOPIA Angry,0.2310080761826541
rms_mean,EMOPIA Angry,1.6978511595321166
rms_mean,EMOPIA Angry,1.251644925834477
rms_mean,EMOPIA Angry,0.6737706103441027
rms_mean,EMOPIA Angry,1.4960727855985736
rms_mean,EMOPIA Angry,1.714415501119271
rms_mean,EMOPIA Angry,0.9153133783941925
rms_mean,EMOPIA Angry,1.0855829619243695
rms_mean,EMOPIA Angry,1.4905002239616147
rms_mean,EMOPIA Angry,0.89586324595933
rms_mean,EMOPIA Angry,1.7145632513734443
rms_mean,EMOPIA Angry,1.3540593894788162
rms_mean,EMOPIA Angry,1.3249292849498424
rms_mean,EMOPIA Angry,-0.09272822817834292
rms_mean,EMOPIA Angry,-0.22816755364329327
rms_mean,EMOPIA Angry,1.3794134729219887
rms_mean,EMOPIA Angry,1.8086855233079098
rms_mean,EMOPIA Angry,1.429400599924383
rms_mean,EMOPIA Angry,1.4078202071213628
rms_mean,EMOPIA Angry,0.3756551089308575
rms_mean,EMOPIA Angry,1.2023089253465318
rms_mean,EMOPIA Angry,0.5109360806139157
rms_mean,EMOPIA Angry,-0.42690854123964106
rms_mean,EMOPIA Angry,-0.4744236480193797
rms_mean,EMOPIA Angry,0.2717719984382302
rms_mean,EMOPIA Angry,0.9325896711272407
rms_mean,EMOPIA Angry,1.569987297217547
rms_mean,EMOPIA Angry,2.1862086297804644
rms_mean,EMOPIA Angry,1.507322778926722
rms_mean,EMOPIA Angry,0.8844195925977137
rms_mean,EMOPIA Angry,1.7085523329098247
rms_mean,EMOPIA Angry,-0.6550771730132333
rms_mean,EMOPIA Angry,-0.24838615053106272
rms_mean,EMOPIA Angry,-0.0028099636732051244
rms_mean,EMOPIA Angry,0.35093595540488015
rms_mean,EMOPIA Angry,1.2121489990567698
rms_mean,EMOPIA Angry,1.6144647846155318
rms_mean,EMOPIA Angry,0.8404396553458975
rms_mean,EMOPIA Angry,1.3434971106618225
rms_mean,EMOPIA Angry,2.4474343417857742
rms_mean,EMOPIA Angry,0.03733720614124954
rms_mean,EMOPIA Angry,1.0061543828542316
rms_mean,EMOPIA Angry,0.7569712487424434
rms_mean,EMOPIA Angry,0.8074163083149624
rms_mean,EMOPIA Angry,1.2749155908670455
rms_mean,EMOPIA Angry,0.9555093710449948
rms_mean,EMOPIA Angry,2.419213577149227
rms_mean,EMOPIA Angry,2.310766288852154
rms_mean,EMOPIA Angry,3.1091070549835633
rms_mean,EMOPIA Angry,1.9437397426292897
rms_mean,EMOPIA Angry,0.8874748068441375
rms_mean,EMOPIA Angry,0.6385606061602943
rms_mean,EMOPIA Angry,1.4427685022587486
rms_mean,EMOPIA Angry,0.8535609965305496
rms_mean,EMOPIA Angry,0.8710836173687527
rms_mean,EMOPIA Angry,1.2382341433001691
rms_mean,EMOPIA Angry,2.810204095985363
rms_mean,EMOPIA Angry,2.9497726215742825
rms_mean,EMOPIA Angry,2.7329647375583193
rms_mean,EMOPIA Angry,-0.6183927541281603
rms_mean,EMOPIA Angry,-0.320264901352962
rms_mean,EMOPIA Angry,0.35879153812231573
rms_mean,EMOPIA Angry,1.3521831476864405
rms_mean,EMOPIA Angry,1.5049375678045094
rms_mean,EMOPIA Angry,1.8938253255311501
rms_mean,EMOPIA Angry,0.85690075819077
rms_mean,EMOPIA Angry,-0.1233477205218872
rms_mean,EMOPIA Angry,0.7245675672096956
rms_mean,EMOPIA Angry,-0.1894735332135608
rms_mean,EMOPIA Angry,0.6582169830351243
rms_mean,EMOPIA Angry,0.6768957379600138
rms_mean,EMOPIA Angry,-0.6216892860215814
rms_mean,EMOPIA Angry,0.7375719200227472
rms_mean,EMOPIA Angry,0.6863391698207153
rms_mean,EMOPIA Angry,-0.46551621865806014
rms_mean,EMOPIA Angry,-0.7647984576857108
rms_mean,EMOPIA Angry,-0.4273413049967407
rms_mean,EMOPIA Angry,-0.2647098736048967
rms_mean,EMOPIA Angry,0.8668168044291744
rms_mean,EMOPIA Angry,0.1825787355746285
rms_mean,EMOPIA Angry,0.9295335247025562
rms_mean,EMOPIA Angry,0.9228393195745116
rms_mean,EMOPIA Angry,0.8782770039549022
rms_mean,EMOPIA Angry,0.7966675938460106
rms_mean,EMOPIA Angry,0.13182093019594976
rms_mean,EMOPIA Angry,0.7494509006316725
rms_mean,EMOPIA Angry,1.62260479822449
rms_mean,EMOPIA Angry,1.0278492005386433
rms_mean,EMOPIA Angry,-0.471573396467831
rms_mean,EMOPIA Angry,0.7417226767689725
rms_mean,EMOPIA Angry,1.6961077531417768
rms_mean,EMOPIA Angry,1.9690213492127648
rms_mean,EMOPIA Angry,1.4732959419991332
rms_mean,EMOPIA Angry,1.9320444011375417
rms_mean,EMOPIA Angry,1.9701711910962025
rms_mean,EMOPIA Angry,-0.9889895430859773
rms_mean,EMOPIA Angry,-0.9142790677554344
rms_mean,EMOPIA Angry,1.0041914484837107
rms_mean,EMOPIA Angry,1.7685102716233896
rms_mean,EMOPIA Angry,2.244882959030309
rms_mean,EMOPIA Angry,1.2279594414763104
rms_mean,EMOPIA Angry,0.7572951806877127
rms_mean,EMOPIA Angry,0.6317755136519213
rms_mean,EMOPIA Angry,0.2668192188217447
rms_mean,EMOPIA Angry,0.4290994520542156
rms_mean,EMOPIA Angry,0.5279441390527208
rms_mean,EMOPIA Angry,0.618684002171582
rms_mean,EMOPIA Angry,0.6514987743168994
rms_mean,EMOPIA Angry,1.2013597348335139
rms_mean,EMOPIA Angry,0.41895502214215885
rms_mean,EMOPIA Angry,0.9052477175450944
rms_mean,EMOPIA Angry,2.2325688842186215
rms_mean,EMOPIA Angry,2.9423636687655637
rms_mean,EMOPIA Angry,1.8937745218159965
rms_mean,EMOPIA Angry,2.226597117241916
rms_mean,EMOPIA Angry,2.832243120492197
rms_mean,EMOPIA Angry,1.6276546409022685
rms_mean,EMOPIA Angry,0.7740135647322905
rms_mean,EMOPIA Angry,1.0932529246458342
rms_mean,EMOPIA Angry,0.7882807860427802
rms_mean,EMOPIA Angry,1.144541838588023
rms_mean,EMOPIA Angry,1.7402107379238843
rms_mean,EMOPIA Angry,1.6238438961762942
rms_mean,EMOPIA Angry,1.1539591694574394
rms_mean,EMOPIA Angry,1.2911699831828083
rms_mean,EMOPIA Angry,1.4179522856714788
rms_mean,EMOPIA Angry,1.9502111571532428
rms_mean,EMOPIA Angry,0.9700574110562399
rms_mean,EMOPIA Angry,1.1608048535526856
rms_mean,EMOPIA Angry,0.9378073058917855
rms_mean,EMOPIA Angry,1.537736026830274
rms_mean,EMOPIA Angry,-0.5468166116738324
rms_mean,EMOPIA Angry,0.6480422573296373
rms_mean,EMOPIA Angry,1.103787238115036
rms_mean,EMOPIA Angry,-0.4914263464331949
rms_mean,EMOPIA Angry,0.5728669746143046
rms_mean,EMOPIA Angry,-0.10499219840856572
rms_mean,EMOPIA Angry,1.2596700484729142
rms_mean,EMOPIA Angry,1.0277834819713265
rms_mean,EMOPIA Angry,0.6178730070855772
rms_mean,EMOPIA Angry,0.9156692374448536
rms_mean,EMOPIA Angry,1.9117478508428005
rms_mean,EMOPIA Angry,0.8774942072612483
rms_mean,EMOPIA Angry,1.738922234524304
rms_mean,EMOPIA Angry,0.7040608107173751
rms_mean,EMOPIA Angry,1.2357794848975991
rms_mean,EMOPIA Angry,1.2946355889081131
rms_mean,EMOPIA Angry,1.8284243979587391
rms_mean,EMOPIA Angry,1.0267086804378076
rms_mean,EMOPIA Angry,1.022268016252784
rms_mean,EMOPIA Angry,1.4510891254055451
rms_mean,EMOPIA Angry,-0.09109843101340731
rms_mean,EMOPIA Angry,1.0829050468285906
rms_mean,EMOPIA Angry,1.999490527811902
rms_mean,EMOPIA Angry,-0.8442378733281267
rms_mean,EMOPIA Angry,1.4066309807064525
rms_mean,EMOPIA Angry,1.707279676540655
rms_mean,EMOPIA Angry,0.1784632850799914
rms_mean,EMOPIA Angry,1.0257664812617284
rms_mean,EMOPIA Angry,0.9917958080742958
rms_mean,EMOPIA Angry,-1.1033653685929556
rms_mean,EMOPIA Angry,-0.5696956453150089
rms_mean,EMOPIA Angry,0.35712946428513115
rms_mean,EMOPIA Angry,0.7638908079647888
rms_mean,EMOPIA Angry,-0.4177423158889405
rms_mean,EMOPIA Angry,0.6301027197647574
rms_mean,EMOPIA Angry,1.755435539351721
rms_mean,EMOPIA Angry,1.560752440242489
rms_mean,EMOPIA Angry,1.0586497685091432
rms_mean,EMOPIA Angry,0.49728502913314454
rms_mean,EMOPIA Angry,1.455782176854402
rms_mean,EMOPIA Angry,1.8885906785133635
rms_mean,EMOPIA Angry,0.09138245467531887
rms_mean,EMOPIA Angry,0.0659561274170217
rms_mean,EMOPIA Angry,0.7091833632994212
rms_mean,EMOPIA Angry,1.0539343447820422
rms_mean,EMOPIA Angry,2.374195892449703
rms_mean,EMOPIA Angry,2.873485949328739
rms_mean,EMOPIA Angry,1.7705025696091057
rms_mean,EMOPIA Angry,1.4136046062678627
rms_mean,EMOPIA Angry,0.05009255083666409
rms_mean,EMOPIA Angry,0.6263472066006668
rms_mean,EMOPIA Angry,1.0869847249825095
rms_mean,EMOPIA Angry,2.653931868159458
rms_mean,EMOPIA Angry,1.336964871506425
rms_mean,EMOPIA Angry,0.01876168995862928
rms_mean,EMOPIA Angry,0.8692222904285395
rms_mean,EMOPIA Angry,0.21146822159029463
rms_mean,EMOPIA Angry,0.3329400210552731
rms_mean,EMOPIA Angry,0.9367562749038884
rms_mean,EMOPIA Angry,1.1593056778663962
rms_mean,EMOPIA Angry,0.369525104694546
rms_mean,EMOPIA Angry,0.7918855193733458
rms_mean,EMOPIA Angry,1.3004906005577763
rms_mean,EMOPIA Angry,-0.0642068360530184
rms_mean,EMOPIA Angry,-0.21047562592866037
rms_mean,EMOPIA Angry,-0.07848209740099253
rms_mean,EMOPIA Angry,0.12757031385363862
rms_mean,EMOPIA Angry,1.043552908547445
rms_mean,EMOPIA Angry,2.500267409015286
rms_mean,EMOPIA Angry,1.4590343137582045
rms_mean,EMOPIA Angry,0.9107102821474036
rms_mean,EMOPIA Angry,0.43805675295242924
rms_mean,EMOPIA Angry,0.6636163925603391
rms_mean,EMOPIA Angry,0.7088382242987393
rms_mean,EMOPIA Angry,0.6503330854030395
rms_mean,EMOPIA Angry,1.010288360391786
rms_mean,EMOPIA Angry,0.5583086806422102
rms_mean,EMOPIA Angry,0.08928179096690252
rms_mean,EMOPIA Angry,1.0074452166994616
rms_mean,EMOPIA Angry,2.4412880244299218
rms_mean,EMOPIA Angry,2.6045487926693993
rms_mean,EMOPIA Angry,0.5345253175667641
rms_mean,EMOPIA Angry,0.1533435279468648
rms_mean,EMOPIA Angry,-0.7301700162137218
rms_mean,EMOPIA Calm,0.6020749160279647
rms_mean,EMOPIA Calm,-0.3037949428146178
rms_mean,EMOPIA Calm,-0.36845746868300583
rms_mean,EMOPIA Calm,-0.6181980453941467
rms_mean,EMOPIA Calm,-0.06290411693497695
rms_mean,EMOPIA Calm,-0.9290692993307937
rms_mean,EMOPIA Calm,-1.0193918961561212
rms_mean,EMOPIA Calm,-0.9830986425733101
rms_mean,EMOPIA Calm,-1.2666975941221492
rms_mean,EMOPIA Calm,-1.2483446063684844
rms_mean,EMOPIA Calm,0.40956122877380535
rms_mean,EMOPIA Calm,-0.7130762556361623
rms_mean,EMOPIA Calm,-0.6524599077654827
rms_mean,EMOPIA Calm,-0.43704329980223916
rms_mean,EMOPIA Calm,-0.44399711657562685
rms_mean,EMOPIA Calm,-0.6210595996071031
rms_mean,EMOPIA Calm,-0.4250533899803921
rms_mean,EMOPIA Calm,-0.844979595917203
rms_mean,EMOPIA Calm,-0.7438163485420495
rms_mean,EMOPIA Calm,-0.5925135047578842
rms_mean,EMOPIA Calm,-0.33277869535680865
rms_mean,EMOPIA Calm,-0.8940796387831413
rms_mean,EMOPIA Calm,-0.658631102628645
rms_mean,EMOPIA Calm,-0.4043826866366308
rms_mean,EMOPIA Calm,-0.7261009415874964
rms_mean,EMOPIA Calm,-0.5299660913609328
rms_mean,EMOPIA Calm,-1.167350958261324
rms_mean,EMOPIA Calm,-1.2433946232867792
rms_mean,EMOPIA Calm,-0.9914711181357937
rms_mean,EMOPIA Calm,-1.0802297528857754
rms_mean,EMOPIA Calm,-0.7452144994094345
rms_mean,EMOPIA Calm,-0.38294806320899044
rms_mean,EMOPIA Calm,-0.7834753482540799
rms_mean,EMOPIA Calm,-0.762960493463132
rms_mean,EMOPIA Calm,-0.6088196329670733
rms_mean,EMOPIA Calm,0.6125880224417538
rms_mean,EMOPIA Calm,-0.006811105808736566
rms_mean,EMOPIA Calm,-0.5079275329432419
rms_mean,EMOPIA Calm,-0.8910015861693432
rms_mean,EMOPIA Calm,-0.9008742278575319
rms_mean,EMOPIA Calm,-0.813470164641279
rms_mean,EMOPIA Calm,-0.597535731654727
rms_mean,EMOPIA Calm,-0.15243634311829626
rms_mean,EMOPIA Calm,-0.9595723276529978
rms_mean,EMOPIA Calm,-0.6523242175675485
rms_mean,EMOPIA Calm,-0.5064488651786634
rms_mean,EMOPIA Calm,0.7907242583062282
